Sección,GRD,cuenta,precio_n,precio_min,precio_p25,precio_median,precio_mean,precio_p75,precio_max
M60-M63  TRASTORNOS DE LOS MÚSCULOS,084213 - MH OTROS DIAGNÓSTICOS DEL SISTEMA MUSCULOESQUELÉTICO Y TEJIDO CONECTIVO W/MCC,1,1,1598100.0,1598100.0,1598100.0,1598100.0,1598100.0,1598100.0
L00-L08  INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,164141 - MH OTROS TRASTORNOS DE LA SANGRE Y ÓRGANOS HEMATOPOYÉTICOS,1,1,744150.0,744150.0,744150.0,744150.0,744150.0,744150.0
M70-M79  OTROS TRASTORNOS DE PARTES BLANDAS,041013 - PH ECMO VENTILACIÓN MECÁNICA PROLONGADA CON TRAQUEOSTOMÍA W/MCC,1,1,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561
L00-L08  INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,121131 - PH PROCEDIMIENTOS SOBRE PRÓSTATA Y ESCROTO NO COMPLEJOS,1,1,1363499.1904,1363499.1904,1363499.1904,1363499.1904,1363499.1904,1363499.1904
M70-M79  OTROS TRASTORNOS DE PARTES BLANDAS,081803 - PH PROCEDIMIENTOS SOBRE EXTREMIDAD SUPERIOR W/MCC,1,1,2927446.3515,2927446.3515,2927446.3515,2927446.3515,2927446.3515,2927446.3515
M70-M79  OTROS TRASTORNOS DE PARTES BLANDAS,084162 - MH ENFERMEDADES DEL TEJIDO CONECTIVO W/CC,1,1,1299450.0,1299450.0,1299450.0,1299450.0,1299450.0,1299450.0
L00-L08  INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,091303 - PH INJERTO DE PIEL SIN QUEMADURA W/MCC,1,1,7156105.8008,7156105.8008,7156105.8008,7156105.8008,7156105.8008,7156105.8008
M70-M79  OTROS TRASTORNOS DE PARTES BLANDAS,"084201 - MH ESGUINCES, SIGNOS Y SÍNTOMAS MUSCULOESQUELÉTICOS E INFLAMACIONES MENORES",1,1,694350.0,694350.0,694350.0,694350.0,694350.0,694350.0
M70-M79  OTROS TRASTORNOS DE PARTES BLANDAS,084211 - MH OTROS DIAGNÓSTICOS DEL SISTEMA MUSCULOESQUELÉTICO Y TEJIDO CONECTIVO,1,1,721500.0,721500.0,721500.0,721500.0,721500.0,721500.0
M70-M79  OTROS TRASTORNOS DE PARTES BLANDAS,091301 - PH INJERTO DE PIEL SIN QUEMADURA,1,1,2080679.0565,2080679.0565,2080679.0565,2080679.0565,2080679.0565,2080679.0565
M70-M79  OTROS TRASTORNOS DE PARTES BLANDAS,091303 - PH INJERTO DE PIEL SIN QUEMADURA W/MCC,1,1,7156105.8008,7156105.8008,7156105.8008,7156105.8008,7156105.8008,7156105.8008
M86-M90  OTRAS OSTEOPATÍAS,084143 - MH OSTEOMIELITIS W/MCC,1,1,2778600.0,2778600.0,2778600.0,2778600.0,2778600.0,2778600.0
M91-M94  CONDROPATÍAS,"044211 - MH OTROS SIGNOS, SÍNTOMAS Y DIAGNÓSTICOS DE APARATO RESPIRATORIO",1,1,630450.0,630450.0,630450.0,630450.0,630450.0,630450.0
L00-L08  INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,081303 - PH PROCEDIMIENTOS SOBRE PIE W/MCC,1,1,2455851.6505,2455851.6505,2455851.6505,2455851.6505,2455851.6505,2455851.6505
N00-N08  ENFERMEDADES GLOMERULARES,114111 - MH NEFRITIS,1,1,666000.0,666000.0,666000.0,666000.0,666000.0,666000.0
L00-L08  INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,061403 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO W/MCC,1,1,3693160.8351,3693160.8351,3693160.8351,3693160.8351,3693160.8351,3693160.8351
L00-L08  INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,061402 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO W/CC,1,1,2115785.7632,2115785.7632,2115785.7632,2115785.7632,2115785.7632,2115785.7632
N10-N16  ENFERMEDADES RENALES TÚBULO-INTERSTICIALES,"061303 - PH PROCEDIMIENTOS SOBRE ESTÓMAGO, ESÓFAGO Y DUODENO NO COMPLEJOS W/MCC",1,1,4311491.8634,4311491.8634,4311491.8634,4311491.8634,4311491.8634,4311491.8634
L00-L08  INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886
L20-L30  DERMATITIS Y ECCEMA,094141 - MH OTRAS ENFERMEDADES DE PIEL Y MAMA,1,1,538500.0,538500.0,538500.0,538500.0,538500.0,538500.0
M60-M63  TRASTORNOS DE LOS MÚSCULOS,084211 - MH OTROS DIAGNÓSTICOS DEL SISTEMA MUSCULOESQUELÉTICO Y TEJIDO CONECTIVO,1,1,721500.0,721500.0,721500.0,721500.0,721500.0,721500.0
M60-M63  TRASTORNOS DE LOS MÚSCULOS,"061303 - PH PROCEDIMIENTOS SOBRE ESTÓMAGO, ESÓFAGO Y DUODENO NO COMPLEJOS W/MCC",1,1,4311491.8634,4311491.8634,4311491.8634,4311491.8634,4311491.8634,4311491.8634
L49-L54  URTICARIA Y ERITEMA,094102 - MH ENFERMEDADES MAYORES DE LA PIEL W/CC,1,1,1183950.0,1183950.0,1183950.0,1183950.0,1183950.0,1183950.0
L80-L99  OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,1,1,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154
L80-L99  OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1,5767045.0451,5767045.0451,5767045.0451,5767045.0451,5767045.0451,5767045.0451
L80-L99  OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,081023 - PH AMPUTACIÓN W/MCC,1,1,3858825.6632,3858825.6632,3858825.6632,3858825.6632,3858825.6632,3858825.6632
L80-L99  OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,081502 - PH PROCEDIMIENTOS SOBRE TEJIDOS BLANDOS W/CC,1,1,1975197.1542,1975197.1542,1975197.1542,1975197.1542,1975197.1542,1975197.1542
L80-L99  OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,091301 - PH INJERTO DE PIEL SIN QUEMADURA,1,1,2080679.0565,2080679.0565,2080679.0565,2080679.0565,2080679.0565,2080679.0565
L60-L75  TRASTORNOS DE LOS ANEJOS CUTÁNEOS,094143 - MH OTRAS ENFERMEDADES DE PIEL Y MAMA W/MCC,1,1,1312500.0,1312500.0,1312500.0,1312500.0,1312500.0,1312500.0
L80-L99  OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,091303 - PH INJERTO DE PIEL SIN QUEMADURA W/MCC,1,1,7156105.8008,7156105.8008,7156105.8008,7156105.8008,7156105.8008,7156105.8008
L60-L75  TRASTORNOS DE LOS ANEJOS CUTÁNEOS,094142 - MH OTRAS ENFERMEDADES DE PIEL Y MAMA W/CC,1,1,796800.0,796800.0,796800.0,796800.0,796800.0,796800.0
L80-L99  OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,094143 - MH OTRAS ENFERMEDADES DE PIEL Y MAMA W/MCC,1,1,1312500.0,1312500.0,1312500.0,1312500.0,1312500.0,1312500.0
M50-M54  OTRAS DORSOPATÍAS,084171 - MH PROBLEMAS MÉDICOS DE LA ESPALDA,1,1,816600.0,816600.0,816600.0,816600.0,816600.0,816600.0
M00-M03  ARTROPATÍAS INFECCIOSAS,084152 - MH ARTRITIS SÉPTICA W/CC,1,1,1361850.0,1361850.0,1361850.0,1361850.0,1361850.0,1361850.0
M20-M25  OTROS TRASTORNOS DE ARTICULACIÓN,084211 - MH OTROS DIAGNÓSTICOS DEL SISTEMA MUSCULOESQUELÉTICO Y TEJIDO CONECTIVO,1,1,721500.0,721500.0,721500.0,721500.0,721500.0,721500.0
M20-M25  OTROS TRASTORNOS DE ARTICULACIÓN,084213 - MH OTROS DIAGNÓSTICOS DEL SISTEMA MUSCULOESQUELÉTICO Y TEJIDO CONECTIVO W/MCC,1,1,1598100.0,1598100.0,1598100.0,1598100.0,1598100.0,1598100.0
A00-A09  ENFERMEDADES INFECCIOSAS INTESTINALES,041203 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,1,1,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251
L40-L45  TRASTORNOS PAPULOESCAMOSOS,094103 - MH ENFERMEDADES MAYORES DE LA PIEL W/MCC,1,1,2287800.0,2287800.0,2287800.0,2287800.0,2287800.0,2287800.0
L20-L30  DERMATITIS Y ECCEMA,094142 - MH OTRAS ENFERMEDADES DE PIEL Y MAMA W/CC,1,1,796800.0,796800.0,796800.0,796800.0,796800.0,796800.0
M45-M49  ESPONDILOPATÍAS,084132 - MH FRACTURAS PATOLÓGICAS Y NEOPLASIAS MUSCULOESQUELÉTICAS Y DEL TEJIDO CONECTIVO W/CC,1,1,1277250.0,1277250.0,1277250.0,1277250.0,1277250.0,1277250.0
M45-M49  ESPONDILOPATÍAS,084173 - MH PROBLEMAS MÉDICOS DE LA ESPALDA W/MCC,1,1,1583850.0,1583850.0,1583850.0,1583850.0,1583850.0,1583850.0
L00-L08  INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,041013 - PH ECMO VENTILACIÓN MECÁNICA PROLONGADA CON TRAQUEOSTOMÍA W/MCC,1,1,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561
N10-N16  ENFERMEDADES RENALES TÚBULO-INTERSTICIALES,111301 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA,1,1,1251060.6596,1251060.6596,1251060.6596,1251060.6596,1251060.6596,1251060.6596
K65-K68  ENFERMEDADES DEL PERITONEO Y RETROPERITONEO,064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1,730800.0,730800.0,730800.0,730800.0,730800.0,730800.0
N10-N16  ENFERMEDADES RENALES TÚBULO-INTERSTICIALES,111302 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA W/CC,1,1,1545989.3526,1545989.3526,1545989.3526,1545989.3526,1545989.3526,1545989.3526
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS","061301 - PH PROCEDIMIENTOS SOBRE ESTÓMAGO, ESÓFAGO Y DUODENO NO COMPLEJOS",1,1,1187803.8747,1187803.8747,1187803.8747,1187803.8747,1187803.8747,1187803.8747
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1,5767045.0451,5767045.0451,5767045.0451,5767045.0451,5767045.0451,5767045.0451
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,1,1,2020657.9127,2020657.9127,2020657.9127,2020657.9127,2020657.9127,2020657.9127
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",051201 - PH OTROS PROCEDIMIENTOS SOBRE APARATO CIRCULATORIO,1,1,2520564.474,2520564.474,2520564.474,2520564.474,2520564.474,2520564.474
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",041013 - PH ECMO VENTILACIÓN MECÁNICA PROLONGADA CON TRAQUEOSTOMÍA W/MCC,1,1,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561
K70-K77  ENFERMEDADES DE HÍGADO,071102 - PH PROCEDIMIENTOS SOBRE PÁNCREAS E HÍGADO W/CC,1,1,3919493.9352,3919493.9352,3919493.9352,3919493.9352,3919493.9352,3919493.9352
N25-N29  OTROS TRASTORNOS DEL RIÑÓN Y URÉTER,111401 - PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES,1,1,1064525.946,1064525.946,1064525.946,1064525.946,1064525.946,1064525.946
N25-N29  OTROS TRASTORNOS DEL RIÑÓN Y URÉTER,114161 - MH OTROS DIAGNÓSTICOS DE RIÑÓN Y TRACTO URINARIO,1,1,769350.0,769350.0,769350.0,769350.0,769350.0,769350.0
N25-N29  OTROS TRASTORNOS DEL RIÑÓN Y URÉTER,114162 - MH OTROS DIAGNÓSTICOS DE RIÑÓN Y TRACTO URINARIO W/CC,1,1,938250.0,938250.0,938250.0,938250.0,938250.0,938250.0
K70-K77  ENFERMEDADES DE HÍGADO,071101 - PH PROCEDIMIENTOS SOBRE PÁNCREAS E HÍGADO,1,1,2897840.2348,2897840.2348,2897840.2348,2897840.2348,2897840.2348,2897840.2348
K70-K77  ENFERMEDADES DE HÍGADO,061503 - PH PROCEDIMIENTOS SOBRE ANO W/MCC,1,1,2467499.9587,2467499.9587,2467499.9587,2467499.9587,2467499.9587,2467499.9587
N30-N39  OTRAS ENFERMEDADES DEL APARATO URINARIO,041203 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,1,1,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251
N30-N39  OTRAS ENFERMEDADES DEL APARATO URINARIO,111203 - PH OPERACIONES DEL TRACTO URINARIO SUPERIOR W/MCC,1,1,3791847.8909,3791847.8909,3791847.8909,3791847.8909,3791847.8909,3791847.8909
N30-N39  OTRAS ENFERMEDADES DEL APARATO URINARIO,111301 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA,1,1,1251060.6596,1251060.6596,1251060.6596,1251060.6596,1251060.6596,1251060.6596
N30-N39  OTRAS ENFERMEDADES DEL APARATO URINARIO,111302 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA W/CC,1,1,1545989.3526,1545989.3526,1545989.3526,1545989.3526,1545989.3526,1545989.3526
K70-K77  ENFERMEDADES DE HÍGADO,051203 - PH OTROS PROCEDIMIENTOS SOBRE APARATO CIRCULATORIO W/MCC,1,1,5285419.8565,5285419.8565,5285419.8565,5285419.8565,5285419.8565,5285419.8565
N30-N39  OTRAS ENFERMEDADES DEL APARATO URINARIO,111402 - PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES W/CC,1,1,1416078.3595,1416078.3595,1416078.3595,1416078.3595,1416078.3595,1416078.3595
N30-N39  OTRAS ENFERMEDADES DEL APARATO URINARIO,111403 - PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES W/MCC,1,1,2677007.7247,2677007.7247,2677007.7247,2677007.7247,2677007.7247,2677007.7247
K65-K68  ENFERMEDADES DEL PERITONEO Y RETROPERITONEO,064182 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/CC,1,1,1010400.0,1010400.0,1010400.0,1010400.0,1010400.0,1010400.0
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",071103 - PH PROCEDIMIENTOS SOBRE PÁNCREAS E HÍGADO W/MCC,1,1,8517178.2603,8517178.2603,8517178.2603,8517178.2603,8517178.2603,8517178.2603
N20-N23  LITIASIS URINARIA,111303 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA W/MCC,1,1,2879882.4262,2879882.4262,2879882.4262,2879882.4262,2879882.4262,2879882.4262
N20-N23  LITIASIS URINARIA,111301 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA,1,1,1251060.6596,1251060.6596,1251060.6596,1251060.6596,1251060.6596,1251060.6596
K90-K95  OTRAS ENFERMEDADES DEL APARATO DIGESTIVO,041013 - PH ECMO VENTILACIÓN MECÁNICA PROLONGADA CON TRAQUEOSTOMÍA W/MCC,1,1,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561
N10-N16  ENFERMEDADES RENALES TÚBULO-INTERSTICIALES,111303 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA W/MCC,1,1,2879882.4262,2879882.4262,2879882.4262,2879882.4262,2879882.4262,2879882.4262
K90-K95  OTRAS ENFERMEDADES DEL APARATO DIGESTIVO,"061303 - PH PROCEDIMIENTOS SOBRE ESTÓMAGO, ESÓFAGO Y DUODENO NO COMPLEJOS W/MCC",1,1,4311491.8634,4311491.8634,4311491.8634,4311491.8634,4311491.8634,4311491.8634
N10-N16  ENFERMEDADES RENALES TÚBULO-INTERSTICIALES,114112 - MH NEFRITIS W/CC,1,1,1141500.0,1141500.0,1141500.0,1141500.0,1141500.0,1141500.0
K90-K95  OTRAS ENFERMEDADES DEL APARATO DIGESTIVO,061122 - PH PROCEDIMIENTOS SOBRE HERNIA EXCEPTO INGUINAL Y FEMORAL W/CC,1,1,1670237.9736,1670237.9736,1670237.9736,1670237.9736,1670237.9736,1670237.9736
K90-K95  OTRAS ENFERMEDADES DEL APARATO DIGESTIVO,061103 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS W/MCC,1,1,4473273.922,4473273.922,4473273.922,4473273.922,4473273.922,4473273.922
K90-K95  OTRAS ENFERMEDADES DEL APARATO DIGESTIVO,061102 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS W/CC,1,1,2158334.4446,2158334.4446,2158334.4446,2158334.4446,2158334.4446,2158334.4446
K90-K95  OTRAS ENFERMEDADES DEL APARATO DIGESTIVO,041202 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/CC,1,1,2202500.9466,2202500.9466,2202500.9466,2202500.9466,2202500.9466,2202500.9466
K90-K95  OTRAS ENFERMEDADES DEL APARATO DIGESTIVO,041201 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO,1,1,1684636.5769,1684636.5769,1684636.5769,1684636.5769,1684636.5769,1684636.5769
N10-N16  ENFERMEDADES RENALES TÚBULO-INTERSTICIALES,114162 - MH OTROS DIAGNÓSTICOS DE RIÑÓN Y TRACTO URINARIO W/CC,1,1,938250.0,938250.0,938250.0,938250.0,938250.0,938250.0
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",071113 - PH PROCEDIMIENTOS COMPLEJOS SOBRE SISTEMA BILIAR W/MCC,1,1,5767853.9554,5767853.9554,5767853.9554,5767853.9554,5767853.9554,5767853.9554
N10-N16  ENFERMEDADES RENALES TÚBULO-INTERSTICIALES,131302 - PH HISTERECTOMIA VAGINAL Y OTROS PROCEDIMIENTOS POR VIA VAGINAL W/CC,1,1,1243133.3388,1243133.3388,1243133.3388,1243133.3388,1243133.3388,1243133.3388
N17-N19  FALLO RENAL AGUDO Y ENFERMEDAD RENAL CRÓNICA,041013 - PH ECMO VENTILACIÓN MECÁNICA PROLONGADA CON TRAQUEOSTOMÍA W/MCC,1,1,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS","091402 - PH OTRAS PROCEDIMIENTOS SOBRE PIEL, TEJIDO SUBCUTÁNEO Y MAMA W/CC",1,1,2369460.0312,2369460.0312,2369460.0312,2369460.0312,2369460.0312,2369460.0312
N17-N19  FALLO RENAL AGUDO Y ENFERMEDAD RENAL CRÓNICA,111203 - PH OPERACIONES DEL TRACTO URINARIO SUPERIOR W/MCC,1,1,3791847.8909,3791847.8909,3791847.8909,3791847.8909,3791847.8909,3791847.8909
N17-N19  FALLO RENAL AGUDO Y ENFERMEDAD RENAL CRÓNICA,111402 - PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES W/CC,1,1,1416078.3595,1416078.3595,1416078.3595,1416078.3595,1416078.3595,1416078.3595
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",071123 - PH COLECISTECTOMÍA EXCEPTO LAPAROSCÓPICA W/MCC,1,1,4059273.6339,4059273.6339,4059273.6339,4059273.6339,4059273.6339,4059273.6339
N20-N23  LITIASIS URINARIA,071142 - PH COLECISTECTOMÍA LAPAROSCÓPICA W/CC,1,1,1855963.777,1855963.777,1855963.777,1855963.777,1855963.777,1855963.777
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",071121 - PH COLECISTECTOMÍA EXCEPTO LAPAROSCÓPICA,1,1,1740774.9512,1740774.9512,1740774.9512,1740774.9512,1740774.9512,1740774.9512
O20-O29  OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,146103 - PH CESÁREA W/MCC,1,1,1324509.7143,1324509.7143,1324509.7143,1324509.7143,1324509.7143,1324509.7143
J85-J86  ENFERMEDADES SUPURATIVAS Y NECRÓTICAS DEL TRACTO RESPIRATORIO INFERIOR,041303 - PH PROCEDIMIENTOS MODERADAMENTE COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,1,1,4405487.2394,4405487.2394,4405487.2394,4405487.2394,4405487.2394,4405487.2394
J85-J86  ENFERMEDADES SUPURATIVAS Y NECRÓTICAS DEL TRACTO RESPIRATORIO INFERIOR,041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886
P50-P61  TRASTORNOS HEMORRÁGICOS Y HEMATOLÓGICOS DEL RECIÉN NACIDO,"158112 - MH NEONATO, PESO AL NACER 1000-1499 GR SIN PROCEDIMIENTO MAYOR W/CC",1,1,7505550.0,7505550.0,7505550.0,7505550.0,7505550.0,7505550.0
F70-F79  DISCAPACIDAD INTELECTUAL,194161 - MH TRASTORNOS ORGÁNICOS Y RETRASO MENTAL,1,1,872700.0,872700.0,872700.0,872700.0,872700.0,872700.0
P19-P29  TRASTORNOS RESPIRATORIOS Y CARDIOVASCULARES ESPECÍFICOS DEL PERÍODO PERINATAL,"158153 - MH NEONATO, PESO AL NACER >2499 GR CON SÍNDROME DE ASPIRACIÓN W/MCC",1,1,1680600.0,1680600.0,1680600.0,1680600.0,1680600.0,1680600.0
F60-F69  TRASTORNOS DE PERSONALIDAD Y COMPORTAMIENTO DEL ADULTO,194123 - MH TRASTORNOS DE LA PERSONALIDAD Y DEL CONTROL DE LOS IMPULSOS W/MCC,1,1,1188750.0,1188750.0,1188750.0,1188750.0,1188750.0,1188750.0
F30-F39  TRASTORNOS DEL ESTADO DE ÁNIMO [AFECTIVOS],"201103 - PH REHABILITACIÓN Y/O TERAPIA DE DESINTOXICACIÓN POR ALCOHOL Y DROGAS, W/MCC",1,1,1455714.9638,1455714.9638,1455714.9638,1455714.9638,1455714.9638,1455714.9638
P35-P39  INFECCIONES ESPECÍFICAS DEL PERÍODO PERINATAL,024102 - MH INFECCIONES OCULARES MAYORES AGUDAS W/CC,1,1,910650.0,910650.0,910650.0,910650.0,910650.0,910650.0
P35-P39  INFECCIONES ESPECÍFICAS DEL PERÍODO PERINATAL,"158101 - MH NEONATO MUERTO O TRANSFERIDO A HOSPITAL DE AGUDOS, CON EDAD <5 DIAS AL ALTA",1,1,316650.0,316650.0,316650.0,316650.0,316650.0,316650.0
P35-P39  INFECCIONES ESPECÍFICAS DEL PERÍODO PERINATAL,"158122 - MH NEONATO, PESO AL NACER 1500-1999 GR SIN PROCEDIMIENTO MAYOR W/CC",1,1,4218900.0,4218900.0,4218900.0,4218900.0,4218900.0,4218900.0
P35-P39  INFECCIONES ESPECÍFICAS DEL PERÍODO PERINATAL,"158131 - MH NEONATO, PESO AL NACER 2000-2499 GR SIN PROCEDIMIENTO MAYOR",1,1,609600.0,609600.0,609600.0,609600.0,609600.0,609600.0
P35-P39  INFECCIONES ESPECÍFICAS DEL PERÍODO PERINATAL,"158133 - MH NEONATO, PESO AL NACER 2000-2499 GR SIN PROCEDIMIENTO MAYOR W/MCC",1,1,3135600.0,3135600.0,3135600.0,3135600.0,3135600.0,3135600.0
F30-F39  TRASTORNOS DEL ESTADO DE ÁNIMO [AFECTIVOS],194113 - MH DEPRESIÓN MAYOR W/MCC,1,1,1128900.0,1128900.0,1128900.0,1128900.0,1128900.0,1128900.0
F30-F39  TRASTORNOS DEL ESTADO DE ÁNIMO [AFECTIVOS],041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886
"F20-F29  ESQUIZOFRENIA, TRASTORNO ESQUIZOTÍPICO, TRASTORNO DELIRANTE Y OTROS TRASTORNOS PSICÓTICOS NO RELACIONADOS CON EL ESTADO DE ÁNIMO","201101 - PH REHABILITACIÓN Y/O TERAPIA DE DESINTOXICACIÓN POR ALCOHOL Y DROGAS,",1,1,516408.3313,516408.3313,516408.3313,516408.3313,516408.3313,516408.3313
"F20-F29  ESQUIZOFRENIA, TRASTORNO ESQUIZOTÍPICO, TRASTORNO DELIRANTE Y OTROS TRASTORNOS PSICÓTICOS NO RELACIONADOS CON EL ESTADO DE ÁNIMO",194193 - MH OTROS TRASTORNOS MENTALES W/MCC,1,1,1304400.0,1304400.0,1304400.0,1304400.0,1304400.0,1304400.0
"F20-F29  ESQUIZOFRENIA, TRASTORNO ESQUIZOTÍPICO, TRASTORNO DELIRANTE Y OTROS TRASTORNOS PSICÓTICOS NO RELACIONADOS CON EL ESTADO DE ÁNIMO",194191 - MH OTROS TRASTORNOS MENTALES,1,1,795600.0,795600.0,795600.0,795600.0,795600.0,795600.0
"F20-F29  ESQUIZOFRENIA, TRASTORNO ESQUIZOTÍPICO, TRASTORNO DELIRANTE Y OTROS TRASTORNOS PSICÓTICOS NO RELACIONADOS CON EL ESTADO DE ÁNIMO",041202 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/CC,1,1,2202500.9466,2202500.9466,2202500.9466,2202500.9466,2202500.9466,2202500.9466
F10-F19  TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL CONSUMO DE SUSTANCIAS PSICOACTIVAS,224121 - MH OTROS FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD,1,1,576000.0,576000.0,576000.0,576000.0,576000.0,576000.0
P50-P61  TRASTORNOS HEMORRÁGICOS Y HEMATOLÓGICOS DEL RECIÉN NACIDO,014131 - MH HEMORRAGIA INTRACRANEAL NO TRAUMÁTICA,1,1,1356450.0,1356450.0,1356450.0,1356450.0,1356450.0,1356450.0
P50-P61  TRASTORNOS HEMORRÁGICOS Y HEMATOLÓGICOS DEL RECIÉN NACIDO,064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1,730800.0,730800.0,730800.0,730800.0,730800.0,730800.0
